T,Lx,Ly,Lz,VLx,VLy,VLz,qx,qy,qz,dqx,dqy,dqz
0,-0.2599252462387085,-0.08944082260131836,0.0556316077709198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0009584426879882812,-0.0014406746260141419,-0.0004957632332875773,0.0003083691423102763,-0.0015970504088046536,-0.0005495750810734902,0.00034184059044053223,-0.022149631814471188,-0.006520028668742444,0.9997334059821359,-0.024553829091889995,-0.007227735022752437,1.1082479110059416
0.010488271713256836,-0.006884448593801371,-0.002369056106550544,0.0014735201424949107,-0.012069325357523454,-0.004153268395350971,0.0025833102182487386,-0.10692464638499267,-0.031474438118297574,0.9937688261062437,-0.18675666532625432,-0.054973996184356076,4.181048778328723
0.016506433486938477,-0.01685383954760326,-0.005799692297696428,0.003607227662438341,-0.04490583665955437,-0.015452871362601605,0.009611399866052958,-0.2612349761685331,-0.07689484475782965,0.9622076023789747,-0.6960756744669472,-0.20489483006178932,7.609095293082556
0.026024341583251953,-0.030226460798430506,-0.010401499458108298,0.006469306024071261,-0.11316759785170251,-0.03894296792338675,0.024221393226905665,-0.4488272526669352,-0.13210445127343118,0.8838000402903344,-1.732557465093044,-0.5099754162362541,10.022079601408771
0.03202247619628906,-0.04602809662057251,-0.015839237936816776,0.009851312405568122,-0.22353933882033805,-0.07692408486610997,0.04784399011623934,-0.62097432873313,-0.18276088627079398,0.7622265683534999,-3.3019631140797,-0.9718880062383054,11.388612769369452
0.04353928565979004,-0.06342435638337975,-0.021825745079581595,0.013574658880467435,-0.37611150053916603,-0.12942753508446544,0.08049871690272385,-0.7475499256016984,-0.22000656028487212,0.6267106367092504,-5.215473680570156,-1.535041641868766,11.723758270870333
0.049510955810546875,-0.0817117855954148,-0.02811891841396192,0.017488714608883998,-0.5663112015452122,-0.19487974790122503,0.12120696648444099,-0.8286837300417212,-0.24388377932684366,0.5037896165517856,-7.1935883784716195,-2.1171840455978397,11.160734408075148
0.058692216873168945,-0.10030746388374027,-0.03451805000044254,0.021468665511621063,-0.7865114604767711,-0.2706559304725854,0.16833621814339528,-0.8777251134669195,-0.25831779783487147,0.40357222465281933,-8.992739505023788,-2.6466524668528404,9.92857301842003
0.06493067741394043,-0.11873770320013227,-0.04086003916880244,0.025413091385418418,-1.027342133282364,-0.3535310781361959,0.21988065258411435,-0.9071004061531663,-0.2669639767067152,0.32542140110585377,-10.465360783707691,-3.080028667799055,8.276642287434196
0.07087969779968262,-0.13662689236561087,-0.04701563775365374,0.0292415720504502,-1.278729408181028,-0.44003782936597535,0.2736837474733299,-0.9249604432790468,-0.2722218749979159,0.2652233570816272,-11.55190436705116,-3.399789239901795,6.419176789986947
0.07695579528808594,-0.153686146975136,-0.05288546473191636,0.032892376242314725,-1.5306939936855422,-0.5267414692964967,0.3276093185389582,-0.936082391469929,-0.27549764123113174,0.21874827097835767,-12.250385792580428,-3.6053512824178715,4.517777248153802
0.0825803279876709,-0.16970253510574917,-0.0583962738824682,0.03632003028222557,-1.7739387398619084,-0.6104422937924044,0.37966756597090123,-0.9431894946168649,-0.2775912735327073,0.1825833018183012,-12.590465355206755,-3.7054442890888724,2.685106525702876
0.08824801445007324,-0.1845287856204782,-0.06349742835257527,0.03949300124257062,-2.000256204911179,-0.6883158517721278,0.42810224649701856,-0.9478444045752307,-0.2789609811376026,0.1541809187875486,-12.61690681080455,-3.71323758868672,0.9947820099362524
0.09393477439880371,-0.19807337340961872,-0.0681575227743962,0.04239166731219549,-2.202785123494972,-0.7580012337611046,0.47144522106468967,-0.9509622018123056,-0.27987620542135094,0.13168219455658164,-12.380008498427731,-3.643524989077865,-0.5088913209718209
0.0996243953704834,-0.21029123119629214,-0.07236123778611654,0.04500649497029382,-2.37614225430682,-0.8176466124212733,0.5085446603776493,-0.9530923337226178,-0.28050023393994195,0.11373048034195667,-11.93025809924435,-3.5111581150133495,-1.8030214982675261
0.10534429550170898,-0.22117571744068076,-0.07610637598510159,0.04733609943432265,-2.5164547072773904,-0.8659204206291163,0.538572177722556,-0.9545732933188787,-0.2809339415245454,0.09932747948998444,-11.315413210929236,-3.3301918209035364,-2.8800974916939017
0.11100530624389648,-0.2307512526649272,-0.07940124545518149,0.04938553454241768,-2.621316078311849,-0.9019958093661331,0.5610131533752509,-0.9556185356851479,-0.2812408454778469,0.08773141449833996,-10.578974711322143,-3.1134338340301606,-3.7434562352990453
0.11666345596313477,-0.23906616304744183,-0.08226238757061502,0.051165178717370606,-2.6896856455820806,-0.9255154059674413,0.5756448533585804,-0.9563657019353885,-0.28146045878911463,0.07838784535789058,-9.75947511836817,-2.8722305986004564,-4.403874113031441
0.1223146915435791,-0.2461872396928356,-0.08471268150375126,0.05268926982985145,-2.7217473066757085,-0.9365426443700211,0.5825064457030789,-0.9569057274480189,-0.28161747565984363,0.07087331077461484,-8.890255503386333,-2.616395739580088,-4.877001216496682
0.1280205249786377,-0.2521946743021606,-0.08677985358277995,0.053974061112885253,-2.718743854427828,-0.9355050868578142,0.5818626552523315,-0.9572989946751321,-0.28173188316365944,0.06485199151174746,-7.999538949979042,-2.3542331372172756,-5.181448321194193
0.13378238677978516,-0.25717705752618286,-0.08849480989879792,0.05503735270812019,-2.6827979840533915,-0.9231337084268836,0.5741634255774919,-0.9575861917310332,-0.2818190126735526,0.06005605299851953,-7.110682967496741,-2.092621535526991,-5.337369639451914
0.13964009284973145,-0.26122799534540286,-0.08988964728380872,0.05589962339381853,-2.6167289929801867,-0.9003999945069054,0.5600056813896532,-0.9577960262755387,-0.2818857497094979,0.05627784787553313,-6.242540030116705,-1.8371210151818982,-5.365393932419318
0.14541983604431152,-0.26444338192437594,-0.09099671412570855,0.05658294328556804,-2.5238744798320476,-0.868452936985303,0.5401002335983752,-0.9579486229636556,-0.2819356197944389,0.053354869067045,-5.409879083822698,-1.592084785001711,-5.285813779442347
0.15110135078430176,-0.2669184862265687,-0.09184869414592389,0.05710778036986684,-2.407923042492215,-0.828560450683306,0.5152380556753906,-0.9580579160767713,-0.28197313852013456,0.051148593291888624,-4.623832361629338,-1.3607873587443053,-5.118009253326295
0.15686726570129395,-0.2687459475081111,-0.09247769397672718,0.05749360555316844,-2.272760815841435,-0.7820579560448924,0.4862538856159057,-0.9581339895002144,-0.2820018329632136,0.049540128883469224,-3.892345488341144,-1.1455642040459941,-4.880075039551912
0.16252613067626953,-0.2700141473005347,-0.09291436476595918,0.057759683123467805,-2.122334720699236,-0.730302803571161,0.4539947856064237,-0.9581844639721032,-0.282023038562104,0.04843076215270189,-3.2206179536023445,-0.9479434949611614,-4.588582826891932
0.16829586029052734,-0.27080604518342977,-0.09318724250553657,0.057923302960609234,-1.9605344834025349,-0.6746336003649934,0.41929515485899277,-0.9582157445047741,-0.28203577630047777,0.04773267088429418,-2.611523780522236,-0.7687645212227034,-4.258438703087468
0.1741323471069336,-0.2711989532524296,-0.09332202916367044,0.058001135403361215,-1.7910947888902329,-0.6163348210932915,0.3829554594185628,-0.9582325294267819,-0.28203938663471273,0.04737302961671826,-2.066003715056327,-0.6082890976689705,-3.9028213171876
0.1798536777496338,-0.27126355287330883,-0.0933430567080147,0.058009220619479926,-1.6175174814454372,-0.5566089663814355,0.3457269836668231,-0.9582372575001075,-0.2820368266514216,0.04729256549468332,-1.5834218361646597,-0.46631294286876845,-3.533173452234622
0.18573379516601562,-0.2710639756716915,-0.09327321096327065,0.057961394103353846,-1.4430120849505417,-0.4965584491808043,0.30830044264358164,-0.9582315906873379,-0.282031917198301,0.047436444747313906,-1.1618859599219675,-0.34227238341098554,-3.159242515959836
0.19138455390930176,-0.2706580425107758,-0.09313224972494455,0.05787034174171051,-1.2704540068549521,-0.43717289802962694,0.271295872632423,-0.9582169292937756,-0.2820270756304957,0.04776028712349011,-0.7985353180032271,-0.23533280935770373,-2.7891656928906863
0.19722390174865723,-0.27009583125633146,-0.09293744405029603,0.05774672825414521,-1.102357507373703,-0.3793183876028945,0.2352557301309242,-0.958195089150101,-0.28202250085993175,0.04822323234023149,-0.4897959422470153,-0.14445653472180145,-2.4295782887832935
0.203080415725708,-0.26942006924689776,-0.09270418720302426,0.05759870360589926,-0.940859584696145,-0.3237317862001462,0.2006397755992199,-0.9581673541031355,-0.28202044636823315,0.04878308478621549,-0.23160201162484803,-0.06846205934433679,-2.085747878418604
0.20885419845581055,-0.26866832997199475,-0.09244547409145987,0.05743442593976227,-0.7877171520043403,-0.27102057773310667,0.16782354608763464,-0.958134164533597,-0.2820241296082938,0.04940964553799698,-0.01958231696996171,-0.006082075704883354,-1.7617157269348187
0.21456050872802734,-0.2678729631968759,-0.09217184064964293,0.05726177013394748,-0.644318431473732,-0.22166504144937904,0.1371037227391173,-0.958097218424903,-0.2820314656286177,0.05007966095969137,0.15078305866631672,0.04399280432813811,-1.4604186525204206
0.22029852867126465,-0.2670604924255122,-0.09189193392078777,0.05708647062012005,-0.5117018650742607,-0.17602273819836312,0.10870426926358376,-0.9580586163378839,-0.2820396009194047,0.05076761934503247,0.28403060786196743,0.08308817614602956,-1.1838177235260705
0.22610735893249512,-0.2662525921326118,-0.09161294665694847,0.05691298530516389,-0.390578683288494,-0.13433650231686037,0.08277947693784918,-0.9580196011188944,-0.2820482451721124,0.051451251367936025,0.38460818317827444,0.11251796484122145,-0.9330428595265883
0.23185992240905762,-0.2654661560412209,-0.09134127832382354,0.05674460651893368,-0.2813598071223276,-0.09674571339872746,0.05941792736113502,-0.9579815676336312,-0.28205710923557265,0.05210665220375162,0.4567953280937088,0.1335527868964077,-0.7085304702103826
0.23759698867797852,-0.2647135047058047,-0.09108250374865332,0.05658316821053181,-0.184185514224759,-0.06329952896190866,0.03864800177077812,-0.9579461576343901,-0.2820654818772188,0.05270885131437333,0.5046422626197538,0.14739803038321864,-0.510153138244166
0.24332785606384277,-0.2640038555242155,-0.09084032979644208,0.05643017604837035,-0.09895736148402579,-0.03396898817750325,0.020444354195281095,-0.9579155778153595,-0.28206981198000824,0.05323877297824149,0.531924424880218,0.1551842064316733,-0.3373323982167101
0.24906373023986816,-0.26334443343964,-0.09061659108268333,0.05628723752872569,-0.02537376189423552,-0.00865608387239753,0.004736944089703276,-0.9578918741587834,-0.28206552544296887,0.05368609482124165,0.5421121541389352,0.15796469829310383,-0.18911981790626609
0.25484347343444824,-0.2627400540086372,-0.0904125935545286,0.05615552926401444,0.03703339161139049,0.01279711842647443,-0.008579123569526588,-0.9578756574524339,-0.28205204721532606,0.05404505085307177,0.5383558462736584,0.1567087536462475,-0.06426072971500309
0.2607302665710449,-0.2621931564618504,-0.09022922095125914,0.05603593750307663,0.08886536226728464,0.03059675719742988,-0.019635494057887094,-0.9578692472969546,-0.2820242327064553,0.05430319741139368,0.5234813044516887,0.1522940884312873,0.03872935385898047
0.26639461517333984,-0.26170506939424787,-0.09006628327436607,0.05592926439852237,0.13082588520970634,0.04498571495294617,-0.0285835302723255,-0.9578763739356209,-0.2819713805155491,0.05445174768638487,0.4999879852574939,0.14551751791641243,0.12148034807750316
